取引No,取引日,借方勘定科目,借方補助科目,借方部門,借方取引先,借方税区分,借方インボイス,借方金額(円),借方税額,貸方勘定科目,貸方補助科目,貸方部門,貸方取引先,貸方税区分,貸方インボイス,貸方金額(円),貸方税額,摘要,仕訳メモ,タグ,MF仕訳タイプ,決算整理仕訳
901,2026/01/03,会議費,,,,課税仕入 10%,,700,63,現金,,,,対象外,,700,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
897,2026/01/04,車両費,,,,課税仕入 10%,,4100,372,未払金,VISA,,,対象外,,4100,0,ｲﾃﾞﾐﾂ ﾃｽﾄSS,,,簡単入力,No
859,2026/01/05,水道光熱費,,,,課税仕入 10%,,12400,1127,普通預金,三井住友BK,,,対象外,,12400,0,ｶﾝｻｲﾃﾞﾝﾘﾖｸ,,,振替伝票,No
903,2026/01/05,会議費,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
910,2026/01/06,通信費,,,,課税仕入 10%,,100,9,現金,,,,対象外,,100,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
851,2026/01/07,仕入高,,,,課税仕入 10%,,62900,5718,未払金,VISA,,,対象外,,62900,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
909,2026/01/07,通信費,,,,課税仕入 10%,,100,9,現金,,,,対象外,,100,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
860,2026/01/08,水道光熱費,,,,課税仕入 10%,,5100,463,普通預金,三井住友BK,,,対象外,,5100,0,ｵｵｻｶｶﾞｽ,,,振替伝票,No
882,2026/01/08,旅費交通費,,,,課税仕入 10%,,800,72,現金,,,,対象外,,800,0,JR西日本 交通費,,,簡単入力,No
896,2026/01/08,車両費,,,,課税仕入 10%,,7300,663,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7300,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
864,2026/01/09,荷造運賃,,,,課税仕入 10%,,6000,545,未払金,ｱﾒﾘｶﾝEX,,,対象外,,6000,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
879,2026/01/09,旅費交通費,,,,課税仕入 10%,,2500,227,現金,,,,対象外,,2500,0,JR西日本 交通費,,,簡単入力,No
908,2026/01/09,旅費交通費,,,,課税仕入 10%,,1800,163,現金,,,,対象外,,1800,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
846,2026/01/10,仕入高,,,,課税仕入 10%,,137900,12536,未払金,ｱﾒﾘｶﾝEX,,,対象外,,137900,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
880,2026/01/10,旅費交通費,,,,課税仕入 10%,,700,63,現金,,,,対象外,,700,0,JR西日本 交通費,,,簡単入力,No
885,2026/01/10,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
906,2026/01/10,荷造運賃,,,,課税仕入 10%,,400,36,現金,,,,対象外,,400,0,ダイソー ﾃｽﾄ店 梱包資材,,,簡単入力,No
911,2026/01/10,荷造運賃,,,,課税仕入 10%,,1500,136,現金,,,,対象外,,1500,0,日本郵便 ゆうパック,,,簡単入力,No
919,2026/01/10,預り金,源泉所得税,,,対象外,,45000,0,普通預金,日本信金,,,対象外,,45000,0,ｾﾞｲﾑｼﾖ ｹﾞﾝｾﾝ 納付,,,振替伝票,No
920,2026/01/10,預り金,住民税,,,対象外,,30000,0,普通預金,日本信金,,,対象外,,30000,0,ｼﾞﾕｳﾐﾝｾﾞｲ 納付,,,振替伝票,No
866,2026/01/11,荷造運賃,,,,課税仕入 10%,,14300,1300,未払金,ｱﾒﾘｶﾝEX,,,対象外,,14300,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
883,2026/01/11,旅費交通費,,,,課税仕入 10%,,2400,218,現金,,,,対象外,,2400,0,国際交通 ﾀｸｼｰ,,,簡単入力,No
907,2026/01/11,旅費交通費,,,,課税仕入 10%,,1000,90,現金,,,,対象外,,1000,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
852,2026/01/12,仕入高,,,,課税仕入 10%,,17800,1618,未払金,VISA,,,対象外,,17800,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
872,2026/01/12,広告宣伝費,,,,課税仕入 10%,,25600,2327,未払金,ｱﾒﾘｶﾝEX,,,対象外,,25600,0,GOOGLE ADS,,,簡単入力,No
869,2026/01/13,荷造運賃,,,,課税仕入 10%,,3900,354,現金,,,,対象外,,3900,0,佐川急便 着払い,,,簡単入力,No
884,2026/01/13,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
847,2026/01/14,仕入高,,,,課税仕入 10%,,126300,11481,未払金,ｱﾒﾘｶﾝEX,,,対象外,,126300,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
854,2026/01/14,仕入高,,,,課税仕入 10%,,14200,1290,未払金,VISA,,,対象外,,14200,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
873,2026/01/14,会議費,,,,課税仕入 10%,,2300,209,現金,,,,対象外,,2300,0,STARBUCKS #12345,,,簡単入力,No
877,2026/01/14,消耗品費,,,,課税仕入 10%,,8200,745,未払金,VISA,,,対象外,,8200,0,ｱｽｸﾙ,,,簡単入力,No
888,2026/01/14,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
833,2026/01/15,普通預金,三井住友BK,,,対象外,,737600,0,売掛金,,,,対象外,,737600,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
833,2026/01/15,支払手数料,,,,課税仕入 10%,,24200,2200,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
833,2026/01/15,販売促進費,,,,課税仕入 10%,,5000,454,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
835,2026/01/15,普通預金,三井住友BK,,,対象外,,574500,0,売掛金,,,,対象外,,574500,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
835,2026/01/15,支払手数料,,,,課税仕入 10%,,46900,4263,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
835,2026/01/15,広告宣伝費,,,,課税仕入 10%,,11200,1018,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
839,2026/01/15,売掛金,,,,対象外,,516700,0,売上高,,,,課税売上 10%,,474100,43100,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
840,2026/01/15,売掛金,,,,対象外,,1166800,0,売上高,,,,課税売上 10%,,1014400,92218,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
904,2026/01/15,荷造運賃,,,,課税仕入 10%,,1500,136,現金,,,,対象外,,1500,0,ローソン 宅配便,,,簡単入力,No
844,2026/01/16,仕入高,,,,課税仕入 10%,,139200,12654,未払金,ｱﾒﾘｶﾝEX,,,対象外,,139200,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
848,2026/01/16,仕入高,,,,課税仕入 10%,,12100,1100,未払金,ｱﾒﾘｶﾝEX,,,対象外,,12100,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
867,2026/01/16,荷造運賃,,,,課税仕入 10%,,5800,527,未払金,ｱﾒﾘｶﾝEX,,,対象外,,5800,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
895,2026/01/16,車両費,,,,課税仕入 10%,,7900,718,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7900,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
853,2026/01/17,仕入高,,,,課税仕入 10%,,27100,2463,未払金,VISA,,,対象外,,27100,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
855,2026/01/17,仕入高,,,,課税仕入 10%,,88200,8018,未払金,ｱﾒﾘｶﾝEX,,,対象外,,88200,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
858,2026/01/17,地代家賃,,,,非課税仕入,,150000,0,普通預金,三井住友BK,,,対象外,,150000,0,ﾌﾘｺﾐ ﾃｽﾄﾌﾄﾞｳｻﾝ 家賃,,,振替伝票,No
871,2026/01/17,広告宣伝費,,,,課税仕入 10%,,39500,3590,未払金,VISA,,,対象外,,39500,0,ﾗｸﾃﾝ ｺｳｺｸ,,,簡単入力,No
892,2026/01/17,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
889,2026/01/18,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
891,2026/01/18,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
894,2026/01/18,車両費,,,,課税仕入 10%,,6400,581,未払金,ｱﾒﾘｶﾝEX,,,対象外,,6400,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
898,2026/01/18,消耗品費,,,,課税仕入 10%,,1800,163,未払金,VISA,,,対象外,,1800,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
863,2026/01/19,荷造運賃,,,,課税仕入 10%,,12200,1109,未払金,ｱﾒﾘｶﾝEX,,,対象外,,12200,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
893,2026/01/19,新聞図書費,,,,課税仕入 10%,,4300,390,未払金,ｱﾒﾘｶﾝEX,,,対象外,,4300,0,AMAZON.CO.JP 書籍,,,簡単入力,No
905,2026/01/19,荷造運賃,,,,課税仕入 10%,,500,45,現金,,,,対象外,,500,0,ダイソー ﾃｽﾄ店 梱包資材,,,簡単入力,No
862,2026/01/20,通信費,,,,課税仕入 10%,,3300,300,未払金,VISA,,,対象外,,3300,0,ｻｸﾗｲﾝﾀ-ﾈﾂﾄ,,,簡単入力,No
874,2026/01/20,会議費,,,,課税仕入 10%,,1800,163,現金,,,,対象外,,1800,0,STARBUCKS #12345,,,簡単入力,No
845,2026/01/21,仕入高,,,,課税仕入 10%,,49000,4454,未払金,ｱﾒﾘｶﾝEX,,,対象外,,49000,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
849,2026/01/21,仕入高,,,,課税仕入 10%,,122000,11090,未払金,ｱﾒﾘｶﾝEX,,,対象外,,122000,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
857,2026/01/21,仕入高,,,,課税仕入 10%,,265800,24163,普通預金,三井住友BK,,,対象外,,265800,0,ﾌﾘｺﾐ ﾔﾏﾀﾞﾃﾞﾝｷ,,,振替伝票,No
868,2026/01/21,荷造運賃,,,,課税仕入 10%,,6300,572,現金,,,,対象外,,6300,0,佐川急便 着払い,,,簡単入力,No
843,2026/01/22,仕入高,,,,課税仕入 10%,,117500,10681,未払金,ｱﾒﾘｶﾝEX,,,対象外,,117500,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
850,2026/01/23,仕入高,,,,課税仕入 10%,,149500,13590,未払金,ｱﾒﾘｶﾝEX,,,対象外,,149500,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
876,2026/01/23,消耗品費,,,,課税仕入 10%,,2300,209,現金,,,,対象外,,2300,0,コクヨ 事務用品,,,簡単入力,No
878,2026/01/23,旅費交通費,,,,課税仕入 10%,,2900,263,現金,,,,対象外,,2900,0,JR西日本 交通費,,,簡単入力,No
914,2026/01/23,消耗品費,,,,課税仕入 10%,,4000,363,役員借入金,,,,対象外,,4000,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
918,2026/01/23,現金,,,,対象外,,173200,0,普通預金,三井住友BK,,,対象外,,109300,0,ATM 引出し,,,振替伝票,No
890,2026/01/24,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
913,2026/01/24,会議費,,,,課税仕入 10%,,1100,100,現金,,,,対象外,,1100,0,ドトール ﾃｽﾄ駅前店,,,簡単入力,No
917,2026/01/24,現金,,,,対象外,,71400,0,普通預金,三井住友BK,,,対象外,,69400,0,ATM 引出し,,,振替伝票,No
831,2026/01/25,給料手当,,,,対象外,,280000,0,普通預金,三井住友BK,,,対象外,,205000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
831,2026/01/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
831,2026/01/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ﾔﾏﾀﾞﾊﾅｺ,,,振替伝票,No
832,2026/01/25,給料手当,,,,対象外,,250000,0,普通預金,三井住友BK,,,対象外,,175000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
832,2026/01/25,,,,,,,,0,預り金,源泉所得税,,,対象外,,45000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
832,2026/01/25,,,,,,,,0,預り金,住民税,,,対象外,,30000,0,給料 ｻﾄｳｲﾁﾛｳ,,,振替伝票,No
838,2026/01/25,役員報酬,,,,対象外,,500000,0,普通預金,三井住友BK,,,対象外,,500000,0,役員報酬 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
856,2026/01/25,仕入高,,,,課税仕入 10%,,74200,6745,未払金,ｱﾒﾘｶﾝEX,,,対象外,,74200,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
902,2026/01/25,会議費,,,,課税仕入 10%,,600,54,現金,,,,対象外,,600,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
870,2026/01/26,荷造運賃,,,,課税仕入 10%,,4000,363,現金,,,,対象外,,4000,0,佐川急便 着払い,,,簡単入力,No
886,2026/01/26,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
887,2026/01/26,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
861,2026/01/27,通信費,,,,課税仕入 10%,,15200,1381,未払金,VISA,,,対象外,,15200,0,NTTﾄﾞｺﾓ,,,簡単入力,No
865,2026/01/27,荷造運賃,,,,課税仕入 10%,,11800,1072,未払金,ｱﾒﾘｶﾝEX,,,対象外,,11800,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
881,2026/01/27,旅費交通費,,,,課税仕入 10%,,2300,209,現金,,,,対象外,,2300,0,JR西日本 交通費,,,簡単入力,No
915,2026/01/27,未払金,ｱﾒﾘｶﾝEX,,,対象外,,215500,0,普通預金,三井住友BK,,,対象外,,305800,0,ｱﾒﾘｶﾝEX ｶｰﾄﾞ引落し,,,振替伝票,No
916,2026/01/27,未払金,VISA,,,対象外,,396800,0,普通預金,三井住友BK,,,対象外,,194800,0,VISAﾋｷｵﾄｼ,,,振替伝票,No
834,2026/01/28,普通預金,三井住友BK,,,対象外,,356800,0,売掛金,,,,対象外,,356800,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
834,2026/01/28,支払手数料,,,,課税仕入 10%,,20600,1872,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
834,2026/01/28,販売促進費,,,,課税仕入 10%,,11800,1072,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
836,2026/01/28,普通預金,三井住友BK,,,対象外,,1135000,0,売掛金,,,,対象外,,1135000,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
836,2026/01/28,支払手数料,,,,課税仕入 10%,,21700,1972,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
836,2026/01/28,広告宣伝費,,,,課税仕入 10%,,21300,1936,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
837,2026/01/28,未払費用,,,,対象外,,180000,0,普通預金,三井住友BK,,,対象外,,360000,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
837,2026/01/28,預り金,社会保険,,,対象外,,180000,0,,,,,,,0,0,ｹﾝﾎﾟｷﾖｳｶｲ 社保,,,振替伝票,No
841,2026/01/28,売掛金,,,,対象外,,392500,0,売上高,,,,課税売上 10%,,374800,34072,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
842,2026/01/28,売掛金,,,,対象外,,1108300,0,売上高,,,,課税売上 10%,,987100,89736,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
899,2026/01/28,消耗品費,,,,課税仕入 10%,,500,45,未払金,VISA,,,対象外,,500,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
959,2026/02/01,荷造運賃,,,,課税仕入 10%,,3000,272,現金,,,,対象外,,3000,0,佐川急便 着払い,,,簡単入力,No
1006,2026/02/01,現金,,,,対象外,,189600,0,普通預金,三井住友BK,,,対象外,,112100,0,ATM 引出し,,,振替伝票,No
945,2026/02/02,仕入高,,,,課税仕入 10%,,238600,21690,普通預金,三井住友BK,,,対象外,,238600,0,ﾌﾘｺﾐ ﾔﾏﾀﾞﾃﾞﾝｷ,,,振替伝票,No
983,2026/02/02,消耗品費,,,,課税仕入 10%,,800,72,未払金,VISA,,,対象外,,800,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
997,2026/02/02,通信費,,,,課税仕入 10%,,100,9,現金,,,,対象外,,100,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
944,2026/02/03,仕入高,,,,課税仕入 10%,,49300,4481,未払金,ｱﾒﾘｶﾝEX,,,対象外,,49300,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
975,2026/02/03,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
941,2026/02/04,仕入高,,,,課税仕入 10%,,51400,4672,未払金,VISA,,,対象外,,51400,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
976,2026/02/04,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
988,2026/02/04,会議費,,,,課税仕入 10%,,300,27,現金,,,,対象外,,300,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
950,2026/02/06,水道光熱費,,,,課税仕入 10%,,7500,681,普通預金,三井住友BK,,,対象外,,7500,0,ｵｵｻｶｶﾞｽ,,,振替伝票,No
958,2026/02/06,荷造運賃,,,,課税仕入 10%,,4400,400,現金,,,,対象外,,4400,0,佐川急便 着払い,,,簡単入力,No
938,2026/02/07,仕入高,,,,課税仕入 10%,,60800,5527,未払金,ｱﾒﾘｶﾝEX,,,対象外,,60800,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
955,2026/02/07,荷造運賃,,,,課税仕入 10%,,9000,818,未払金,ｱﾒﾘｶﾝEX,,,対象外,,9000,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
964,2026/02/07,会議費,,,,課税仕入 10%,,2200,200,現金,,,,対象外,,2200,0,STARBUCKS #12345,,,簡単入力,No
966,2026/02/07,消耗品費,,,,課税仕入 10%,,4500,409,現金,,,,対象外,,4500,0,コクヨ 事務用品,,,簡単入力,No
974,2026/02/07,支払手数料,,,,課税仕入 10%,,200,18,普通預金,三井住友BK,,,対象外,,200,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
978,2026/02/08,新聞図書費,,,,課税仕入 10%,,4800,436,未払金,ｱﾒﾘｶﾝEX,,,対象外,,4800,0,AMAZON.CO.JP 書籍,,,簡単入力,No
984,2026/02/08,消耗品費,,,,課税仕入 10%,,1600,145,未払金,VISA,,,対象外,,1600,0,ｾﾌﾞﾝ-ｲﾚﾌﾞﾝ ﾃｽﾄﾃﾝ,,,簡単入力,No
969,2026/02/09,旅費交通費,,,,課税仕入 10%,,2000,181,現金,,,,対象外,,2000,0,JR西日本 交通費,,,簡単入力,No
986,2026/02/09,会議費,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
940,2026/02/10,仕入高,,,,課税仕入 10%,,43000,3909,未払金,VISA,,,対象外,,43000,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
968,2026/02/10,旅費交通費,,,,課税仕入 10%,,1800,163,現金,,,,対象外,,1800,0,JR西日本 交通費,,,簡単入力,No
1007,2026/02/10,預り金,源泉所得税,,,対象外,,45000,0,普通預金,日本信金,,,対象外,,45000,0,ｾﾞｲﾑｼﾖ ｹﾞﾝｾﾝ 納付,,,振替伝票,No
1008,2026/02/10,預り金,住民税,,,対象外,,30000,0,普通預金,日本信金,,,対象外,,30000,0,ｼﾞﾕｳﾐﾝｾﾞｲ 納付,,,振替伝票,No
963,2026/02/11,会議費,,,,課税仕入 10%,,2900,263,現金,,,,対象外,,2900,0,STARBUCKS #12345,,,簡単入力,No
972,2026/02/12,支払手数料,,,,課税仕入 10%,,300,27,普通預金,三井住友BK,,,対象外,,300,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
981,2026/02/12,車両費,,,,課税仕入 10%,,5000,454,未払金,ｱﾒﾘｶﾝEX,,,対象外,,5000,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
1005,2026/02/12,現金,,,,対象外,,106900,0,普通預金,三井住友BK,,,対象外,,60900,0,ATM 引出し,,,振替伝票,No
1009,2026/02/12,普通預金,三井住友BK,,,対象外,,893500,0,役員借入金,,,,対象外,,992100,0,ﾃｽﾄ ﾀﾛｳ 役員借入,,,振替伝票,No
1010,2026/02/12,役員借入金,,,,対象外,,291400,0,普通預金,三井住友BK,,,対象外,,177100,0,役員借入金 返済 ﾃｽﾄﾀﾛｳ,,,振替伝票,No
973,2026/02/13,支払手数料,,,,課税仕入 10%,,400,36,普通預金,三井住友BK,,,対象外,,400,0,ﾌﾘｺﾐﾃｽｳﾘﾖｳ,,,振替伝票,No
985,2026/02/13,会議費,,,,課税仕入 10%,,900,81,現金,,,,対象外,,900,0,ファミリーマート ﾃｽﾄ駅前店,,,簡単入力,No
992,2026/02/13,旅費交通費,,,,課税仕入 10%,,1000,90,現金,,,,対象外,,1000,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
994,2026/02/13,旅費交通費,,,,課税仕入 10%,,1700,154,現金,,,,対象外,,1700,0,タイムズ ﾃｽﾄ駅前,,,簡単入力,No
998,2026/02/13,荷造運賃,,,,課税仕入 10%,,1000,90,現金,,,,対象外,,1000,0,日本郵便 ゆうパック,,,簡単入力,No
979,2026/02/14,車両費,,,,課税仕入 10%,,5200,472,未払金,ｱﾒﾘｶﾝEX,,,対象外,,5200,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
923,2026/02/15,普通預金,三井住友BK,,,対象外,,703000,0,売掛金,,,,対象外,,703000,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
923,2026/02/15,支払手数料,,,,課税仕入 10%,,21700,1972,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
923,2026/02/15,販売促進費,,,,課税仕入 10%,,9700,881,,,,,,,0,0,ﾗｸﾃﾝ(ｶ 入金,,,振替伝票,No
925,2026/02/15,普通預金,三井住友BK,,,対象外,,936300,0,売掛金,,,,対象外,,936300,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
925,2026/02/15,支払手数料,,,,課税仕入 10%,,36100,3281,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
925,2026/02/15,広告宣伝費,,,,課税仕入 10%,,19300,1754,,,,,,,0,0,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 入金,,,振替伝票,No
929,2026/02/15,売掛金,,,,対象外,,495000,0,売上高,,,,課税売上 10%,,671800,61072,ﾗｸﾃﾝ(ｶ 売上,,,振替伝票,No
930,2026/02/15,売掛金,,,,対象外,,666500,0,売上高,,,,課税売上 10%,,586000,53272,ｱﾏｿﾞﾝｼﾞﾔﾊﾟﾝ(ｶ 売上,,,振替伝票,No
936,2026/02/15,仕入高,,,,課税仕入 10%,,32400,2945,未払金,ｱﾒﾘｶﾝEX,,,対象外,,32400,0,AMAZON.CO.JP 商品仕入,,,簡単入力,No
980,2026/02/15,車両費,,,,課税仕入 10%,,7500,681,未払金,ｱﾒﾘｶﾝEX,,,対象外,,7500,0,ENEOS ﾃｽﾄSS,,,簡単入力,No
982,2026/02/15,車両費,,,,課税仕入 10%,,4600,418,未払金,VISA,,,対象外,,4600,0,ｲﾃﾞﾐﾂ ﾃｽﾄSS,,,簡単入力,No
995,2026/02/15,通信費,,,,課税仕入 10%,,100,9,現金,,,,対象外,,100,0,日本郵便 ﾃｽﾄ郵便局 切手,,,簡単入力,No
1002,2026/02/15,消耗品費,,,,課税仕入 10%,,12800,1163,役員借入金,,,,対象外,,12800,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
943,2026/02/16,仕入高,,,,課税仕入 10%,,48000,4363,未払金,ｱﾒﾘｶﾝEX,,,対象外,,48000,0,ヤマダデンキ ﾃﾗｵﾃﾝ,,,簡単入力,No
951,2026/02/16,通信費,,,,課税仕入 10%,,16800,1527,未払金,VISA,,,対象外,,16800,0,NTTﾄﾞｺﾓ,,,簡単入力,No
960,2026/02/16,荷造運賃,,,,課税仕入 10%,,6300,572,現金,,,,対象外,,6300,0,佐川急便 着払い,,,簡単入力,No
1001,2026/02/16,消耗品費,,,,課税仕入 10%,,21100,1918,役員借入金,,,,対象外,,21100,0,役員立替 ﾃｽﾄﾀﾛｳ,,,簡単入力,No
953,2026/02/17,荷造運賃,,,,課税仕入 10%,,14000,1272,未払金,ｱﾒﾘｶﾝEX,,,対象外,,14000,0,ﾔﾏﾄｳﾝﾕ ﾊｯｿｳ,,,簡単入力,No
965,2026/02/17,会議費,,,,課税仕入 10%,,1600,145,現金,,,,対象外,,1600,0,STARBUCKS #12345,,,簡単入力,No
961,2026/02/18,広告宣伝費,,,,課税仕入 10%,,35100,3190,未払金,VISA,,,対象外,,35100,0,ﾗｸﾃﾝ ｺｳｺｸ,,,簡単入力,No
990,2026/02/18,荷造運賃,,,,課税仕入 10%,,100,9,現金,,,,対象外,,100,0,ダイソー ﾃｽﾄ店 梱包資材,,,簡単入力,No
942,2026/02/19,仕入高,,,,課税仕入 10%,,54900,4990,未払金,VISA,,,対象外,,54900,0,ﾒﾙｶﾘ 商品仕入,,,簡単入力,No
